doc_idx,rewrite
0,
1,Inquiry about animal transmission of COVID-19
2,Question about virus transmission by touch
3,Inquiry about vomiting as a symptom
4,Concern about safety of taxis
5,Concern about plants spreading COVID-19
6,Inquiry about donating for COVID-19 treatment
7,Question about animal susceptibility to COVID-19
8,Inquiry about traveling to Europe
9,Inquiry about donating to New York City
10,Inquiry about late stage COVID-19 symptoms
11,Inquiry about COVID-19 testing in Spain
12,Inquiry about safe travel destinations
13,
14,Inquiry about hospital actions during COVID-19
15,Question about pets spreading COVID-19
16,Inquiry about virus transmission methods
17,
18,Inquiry about intentional spread of COVID-19
19,
20,Inquiry about traveling to Japan
21,Inquiry about self-treatment for COVID-19
22,
23,Inquiry about traveling outside of city
24,Request for summary of COVID-19
25,inquire about symptom of lack of taste
26,request for debunked covid-19 myths
27,no COVID-19-related intent expressed
28,no COVID-19-related intent expressed
29,greeting a COVID-19 expert
30,ask about susceptibility to COVID-19
31,express intent to make a donation
32,ask about COVID-19 transmission through pools
33,inquire about effectiveness of cotton facemasks
34,ask about availability of COVID-19 vaccine
35,ask about symptoms of COVID-19
36,no COVID-19-related intent expressed
37,ask about differences between COVID-19 and common cold
38,no COVID-19-related intent expressed
39,express intent to donate for mask production
40,inquire about vitamin C and COVID-19 prevention
41,ask about COVID-19 transmission through liquids
42,express intent to donate to food bank
43,no COVID-19-related intent expressed
44,request information on COVID-19 myths
45,request information on avoiding COVID-19
46,request more information on COVID-19
47,inquire about myths regarding COVID-19 origin
48,ask about best face mask to wear
49,ask if pets can spread COVID-19
50,donate
51,protect myself in high risk area
52,donate to local charity
53,number of COVID-19 deaths
54,myth about coronavirus spread
55,donate medical materials to hospital
56,China's risk status
57,thank you for help
58,newest COVID-19 myths
59,latest coronavirus updates in DC
60,COVID-19 updates
61,main symptoms of coronavirus
62,coronavirus donation information
63,early symptoms of coronavirus
64,thank you for information
65,news updates request
66,donate to China
67,trustworthy information sources
68,safety of food delivery
69,animals at risk from coronavirus
70,symptoms to watch for coronavirus
71,recent significant events
72,greeting to COVID bot
73,recovery cases in New York
74,greeting to doctor
75,inquire about snakes and COVID-19
76,questioning the origin of COVID-19
77,asking about travel during COVID-19
78,inquire about COVID-19 vaccine availability
79,asking about public transport status in France
80,no relevant COVID-19 intent
81,inquire about COVID-19 vaccine availability
82,seeking information on disinfecting surfaces
83,asking about bus service status
84,concern about pets contracting COVID-19
85,no relevant COVID-19 intent
86,asking about sanitizing clothing after exposure
87,seeking advice for elderly parents during COVID-19
88,no relevant COVID-19 intent
89,inquire about social distancing effectiveness
90,asking about charity donations related to COVID-19
91,inquire about medical donations for COVID-19
92,asking about domestic flight cancellations
93,no relevant COVID-19 intent
94,seeking advice on cleaning products for COVID-19
95,asking about safety of licking envelopes
96,inquire about effectiveness of face masks against COVID-19
97,concern about potential COVID-19 exposure
98,no relevant COVID-19 intent
99,asking about quarantining pets during COVID-19
100,inquire about popular covid myths
101,ask about flying during coronavirus outbreak
102,seek treatment options for covid-19
103,request total death count in the u.s
104,general inquiry
105,request ranking by confirmed cases in the u.s
106,request latest coronavirus news
107,greeting to a bot
108,inquire about mask filter myths
109,ask about covid spread in humid weather
110,request reports on infection rates
111,ask about getting covid-19 from food delivery
112,inquire about safe countries for travel
113,ask about local covid-19 situation
114,inquire about coronavirus transmission methods
115,ask if covid-19 attaches to fruit
116,inquire about myth of half the population dying
117,ask when coronavirus started
118,request outline of current covid-19 treatments
119,request to send a report
120,greeting to a doctor
121,general inquiry
122,ask for best cure for covid-19
123,inquire about new covid-19 myths
124,ask for updates in texas
125,Request to share information
126,Request for sharing instructions
127,Inquiry about daily infection rates
128,Desire to share information
129,Question about virus survival on surfaces
130,Inquiry about precautions to prevent spread
131,Inquiry about signs of the virus
132,Inquiry about steps to avoid infection
133,Question about hospital risk levels
134,Greeting to a medical professional
135,Request to share a service
136,Inquiry about food delivery virus transmission
137,Inquiry about treatment options for COVID-19
138,Question about virus transmission by fruit-flies
139,Inquiry about signs of infection
140,Concern for animal health regarding the virus
141,Request for local donation information
142,Expression of gratitude to a doctor
143,Inquiry about current situation in California
144,Request to share a report with family
145,Inquiry about virus survival on surfaces
146,Expression of gratitude to a doctor
147,Inquiry about myths related to animal coronavirus
148,Request for information
149,Suggestion for preventive measure against the virus
150,average age of COVID-19 affected individuals
151,COVID-19 news updates
152,transmission risk of COVID-19 by proximity
153,cleaning effectiveness against COVID-19
154,funding for COVID-19 cure
155,financial assistance related to COVID-19
156,latest COVID-19 developments
157,symptoms of COVID-19
158,high-risk locations for COVID-19
159,pets and COVID-19 transmission
160,greeting without COVID-19 intent
161,COVID-19 spread in high temperatures
162,gratitude without COVID-19 intent
163,request for COVID-19 information
164,high-risk businesses for COVID-19
165,safety of handling envelopes during COVID-19
166,education on COVID-19
167,risk of COVID-19 from shared surfaces
168,transmission speed of COVID-19
169,donation opportunities during COVID-19
170,lupus medication effectiveness for COVID-19
171,definition of COVID-19
172,appreciation without COVID-19 intent
173,cure for COVID-19
174,effectiveness of gloves against COVID-19
175,inquiry about ticks and coronavirus transmission
176,request for early stage symptoms of COVID-19
177,inquiry about symptoms in iguanas related to COVID-19
178,request for assistance regarding COVID-19
179,greeting to a COVID-19 related entity
180,greeting to a COVID-19 related entity
181,inquiry about media coverage on COVID-19
182,greeting to a COVID-19 related entity
183,inquiry about virus transmission from phone surfaces
184,request for funding information related to COVID-19
185,inquiry about gloves and COVID-19 prevention
186,inquiry about COVID-19 vaccination for pets
187,inquiry about donation options for COVID-19
188,inquiry about narrative surrounding COVID-19
189,inquiry about dogs and COVID-19 infection
190,greeting to a COVID-19 related entity
191,inquiry about hospitals' response to COVID-19
192,inquiry about donating to COVID-19 relief
193,inquiry about NSAIDs and COVID-19 treatment
194,request for ways to protect from COVID-19
195,general chat without specific COVID-19 intent
196,request for more details on COVID-19
197,inquiry about fish and aquarium water spreading COVID-19
198,concern about airborne transmission of COVID-19
199,inquiry about good causes for donations
200,concern about virus transmission via surfaces
201,concern about virus transmission from mail
202,seeking information on daily death rate
203,no COVID-19-related intent
204,no COVID-19-related intent
205,questioning a myth about COVID-19
206,seeking advice on vacation cancellation
207,requesting updates on coronavirus
208,inquiry about coughing as a symptom
209,seeking advice after hospital visit without mask
210,inquiry about testing costs for the virus
211,seeking information on identifying COVID-19 in family
212,question about bees and virus transmission
213,no COVID-19-related intent
214,requesting a definition of coronavirus
215,inquiry about a cure for coronavirus
216,no COVID-19-related intent
217,no COVID-19-related intent
218,inquiry about safety in elderly care centers
219,no COVID-19-related intent
220,requesting updates on COVID-19
221,no COVID-19-related intent
222,inquiry about pets catching COVID-19
223,question about virus transmission on doorknobs
224,no COVID-19-related intent
225,seeking information about coronavirus
226,inquiry about donating to a hospital
227,request for safety practices against covid-19
228,curiosity about learning more on covid-19
229,questioning hydroxychloroquine's effectiveness for covid
230,asking about testing after high risk exposure
231,inquiry about covid treatment options
232,request for coronavirus updates
233,asking about duration of coronavirus
234,inquiry about danger signs of coronavirus
235,questioning if diarrhea is a symptom
236,request for latest covid stats in Texas
237,seeking latest press release on coronavirus
238,asking how long virus survives on surfaces
239,concern about fatigue as a symptom of coronavirus
240,seeking personal protection methods against coronavirus
241,inquiry about safety of flying to New York
242,questioning if coronavirus causes chest pressure
243,speculation about political motives regarding coronavirus
244,request for updates on covid-19
245,asking if flies can carry covid-19
246,inquiry about pets at risk for coronavirus
247,seeking highest report of covid-19 cases
248,request for cleaning groceries during pandemic
249,expressing desire to donate for refugees
250,inquiry about virus transmission on surfaces
251,request for latest COVID-19 news in Europe
252,seeking information on allergy vs COVID-19 symptoms
253,question about using reusable bags during COVID-19
254,interest in donating to COVID-19 relief efforts
255,request for information about coronavirus
256,no COVID-19-related intent expressed
257,no COVID-19-related intent expressed
258,inquiry about animal transmission of the virus
259,question about canceling wedding due to COVID-19
260,no COVID-19-related intent expressed
261,request for more information on coronavirus
262,inquiry about breathing difficulties as a symptom
263,question about travel after quarantine
264,seeking advice on what to do if symptomatic
265,inquiry about high-risk areas for COVID-19
266,interest in supporting COVID-19-related causes
267,question about COVID-19 vaccine availability
268,no COVID-19-related intent expressed
269,inquiry about fruit and COVID-19 cure
270,question about airborne transmission of the virus
271,no COVID-19-related intent expressed
272,inquiry about virus transmission methods
273,question about shelter-in-place orders in the US
274,question about cleaning groceries during COVID-19
275,Requesting assistance from a COVID-19 bot
276,Inquiring about a myth related to COVID-19 and heart disease
277,Greeting a doctor regarding COVID-19
278,Asking for current COVID-19 statistics
279,Inquiring about donating groceries during COVID-19
280,Requesting to forward the COVID-19 bot
281,Asking for permission to share information
282,Seeking news on a COVID-19 vaccine
283,Requesting the latest COVID-19 updates
284,Wanting an update on the coronavirus situation
285,Looking for the latest COVID-19 article
