doc_idx,rewrite
0,Rate the current album
1,Play music by Isham Jones
2,Book a restaurant in Trinidad and Tobago
3,Rate The Bunce 1 star
4,Play Short And Sweet by Teyana Taylor
5,Book a table at Cold Spring Tavern
6,Get weather forecast for current location
7,Add track to dinner playlist
8,Add album to Mediodía Acústico playlist
9,Book a restaurant for one
10,Add Brad Kane to soundtrack
11,Find painting of Without Condition
12,Get weather forecast for LA
13,Get weather forecast for Greenland
14,Find where to buy book
15,Find book Outpost Firewall Pro
16,Find soundtrack A Honeymoon Adventure
17,Add track to Spain Top 50 playlist
18,Add song to flamenco playlist
19,Get weather forecast for Tennessee
20,Rate this book four stars
21,Add tune to picnic playlist
22,Find cinema playing Rainbow Eyes
23,Get British Journal of Dermatology game
24,Play music by Martin Luther Mccoy
25,Check weather in Eyota Hawaii
26,Rate Doom 3: Worlds on Fire
27,Show television show Best-Of: Design of a Decade
28,Play newest chant by John Doyle
29,Navigate to The Wolseley in Maine
30,Check weather in Osyka Bhutan
31,Rate Cock and Bull
32,Play music from 2002
33,Play songs from Iheart
34,Add artist to Metal Party playlist
35,Find pub in FM
36,Get play time for The Ladies Diplomat
37,Add bill deasy track to conexiones playlist
38,Make reservation in District Of Columbia
39,Play Groove Shark
40,Find where to purchase The Second Life of Samuel Tyne
41,Check weather in the Bahamas
42,Check for depression in Washington
43,Show movie schedules for animated movies
44,Add track to Metal Talks Metallica playlist
45,Add track to this is Coti playlist
46,Get reservations at restaurant in Arkansas
47,Play paul riley on Youtube
48,Rate textbook
49,Show schedule for animated movies at ArcLight Hollywood
50,Play music by Joe Dolce
51,Add Wynter Gordon to playlist
52,Find movie times for animated movies
53,Play music by Brian Littrell
54,Rate the book A Christmas Treasury
55,Get weather forecast for Tajikistan
56,Find the District 9 novel
57,Book restaurant table for group
58,Play music by Hide
59,Find the Youth Against Christ saga
60,Add artist Steve Cropper to playlist
61,Check weather for specific date
62,Rate the book Life
63,Play music from iTunes
64,Book table at tea house
65,Find cinema playing Hollow Reed
66,Add song to dinner playlist
67,Add album to Reggae Classics playlist
68,Find cinema playing New York Melody
69,Find restaurant with parking
70,Get weather forecast for date
71,Find the movie Terminator 3
72,Find the Death in Paradise saga
73,Add artist Danny Carey to playlist
74,Get weather forecast for Gearhart
75,Check weather at current location
76,Find a show
77,Find movie times
78,Add song to playlist
79,Find movies at a theater
80,Add artist to playlist
81,Find movie times
82,Find movie times
83,Find a movie
84,Find nearest movie theater
85,Check weather in a city
86,Play a song
87,Find a restaurant
88,Play a song
89,Find movie times
90,Find a restaurant
91,Check weather at a location
92,Play a playlist
93,Check weather condition
94,Watch a movie trailer
95,Watch a movie trailer
96,Rate a movie
97,Check weather forecast
98,Play a song
99,Play a song
100,play music
101,rate media
102,add to playlist
103,add to playlist
104,check weather
105,check weather
106,add to playlist
107,book restaurant
108,book restaurant
109,find movies
110,check weather
111,play music
112,show movie times
113,play music
114,add to playlist
115,check weather
116,add to playlist
117,rate media
118,play music
119,book restaurant
120,add to playlist
121,book restaurant
122,find media
123,check weather
124,book restaurant
125,rate album
126,get weather forecast
127,find restaurant
128,find movies
129,rate series
130,get weather forecast
131,get weather forecast
132,add to playlist
133,book restaurant
134,play playlist
135,book pub
136,rate chronicle
137,find book publisher
138,rate chronicle
139,add to playlist
140,book restaurant
141,play song
142,rate book
143,play movie
144,play movie trailer
145,rate essay
146,book restaurant
147,add to playlist
148,rate book
149,find movies
