doc_idx,rewrite
0,Rate the current essay a three
1,Add potje met vet to my playlist
2,Get the weather in Hawaii
3,Show the painting Empire of Two Worlds
4,Look up Disney Universe
5,Find The Very Best of Chicago
6,Book a table for three at a restaurant
7,"Add Kansas City, Missouri to Stress Relief"
8,Play a 2001 tune
9,Add the name covenant to Fusion Fest
10,Show movie schedules at MJR Theatres
11,Find animated movies at Dipson Theatres
12,Play music from the Get Lit playlist
13,Rate the current chronicle series 3 out of 6
14,Add more David Wolfenberger to Duetos playlist
15,Make a reservation at a delicatessen for four in Arizona
16,Add this song to Wild Country playlist
17,Book a restaurant for one
18,Play These Four Walls by Yummy Bingham
19,Get the humidity in Kuwait
20,Play a ballad from Mandy Moore
21,Rate the book The Rod of Seven Parts 4 points
22,Play Groove Shark
23,Book a table at a cafeteria in Federated States Of Micronesia
24,Find Jono and Ben
25,watch the trailer Ad Nauseam
26,get the weather forecast for Winger
27,find the show The Naked Gun
28,find the novel Playlist: The Very Best of Brad Paisley
29,get the weather forecast in VA
30,play paul riley on Youtube
31,find the book Two for the Road
32,see the local movie times
33,play some Alte Kameraden music
34,rate the current chronicle a five
35,find the novel Best Hits Live: Save the Children Speed Live 2003
36,check if it will get cold in Nevada in seven weeks
37,find the novel A Woman in the Web
38,find the SchoolTool picture
39,add this artist to my garage jams
40,play songs from 1955
41,rate The Private Patient a 5
42,set a reservation for a party of eight at the bar
43,book a spot at a taverna in Burundi
44,hear Cry Baby Cry by Ally Kerr
45,add the track showstopper being mary jane to my playlist
46,show the lowest price for the game Sinatra Reprise: The Very Good Years
47,add an album to playlist Emily Dickinson
48,book a restaurant reservation in Fiji
49,find the show Ichibyōgoto ni Love for You
50,Find a restaurant for top-rated veneto cuisine in Antietam for 2.
51,Check if it is cold in Farristown Tanzania.
52,Make a reservation at Maid-Rite Sandwich Shop in Home Gardens.
53,Find the film schedule at Cobb Theatres.
54,"Get the weather forecast for Delft National Park on August 8, 2028."
55,Book a table at a Hungarian delicatessen in North Dakota.
56,Find out when Star of the Circus plays at 10 PM.
57,Get the weather forecast for Ōtone Prefectural Natural Park in 1 hour.
58,Find Haunted Castle.
59,Rate this album 0 out of 6.
60,Find D.R.E.A.M.
61,Add Visjoner to my old school metal playlist.
62,Get the weather in Double Oak at 12 AM.
63,Play On My Own.
64,Find where to see the show Kind of Glue.
65,Open Last Fm and play the top song from Daniel Lee Chee Hun.
66,Reserve Khedive Palace restaurant for August 5 in Christina.
67,Get the weather in Arizona on October 3.
68,Add Jonathan Arons to my Indie Electronics playlist.
69,Find an outdoor cafe in Pioneer Day.
70,Rate the current essay 0 out of 6.
71,Add Beside You to my Spotify orchestra cello playlist.
72,Check if Unsettled Land is playing at the movie theatre.
73,Rate The Lightning of August five points.
74,Look for the TV series Jersey Boys.
75,play a song by Busta Rhymes
76,rate this album 2 stars
77,rate the City of Lost Souls 6 points
78,find a table at a pub for six
79,get the weather forecast for Laos
80,add this artist to my playlist
81,find theaters showing A Lonely Place to Die
82,book reservations at a tea house
83,get the weather forecast for Sanilac Petroglyphs
84,give movie times at Goodrich Quality Theaters
85,rate The Last Opium Den 0 points
86,get showtimes for 7 Faces of Dr. Lao
87,play something by Louisiana Blues
88,"check expected rainfall in Horton, Connecticut"
89,play a popular melody by Lindsay Lohan
90,get wind speed forecast for Pembina Gorge
91,get showtimes for The Hopes of Blind Alley
92,check if it will be hotter on Nov. 8
93,play Adrian Borland's music on Zvooq
94,find Royal Astronomy
95,book a table in Malta at a cafeteria
96,play thirties symphony music from Nigga
97,book a table at a bar in Micronesia
98,find the schedule for Grand Canyon Trail
99,show the movie schedule
100,Reserve seating at Bear Hotel
101,Find movies at nearest cinema
102,Find Young Miss Holmes
103,Rate The Great Science Fiction Stories About Mars series zero
104,Add Andy Hunter to Evening Commute playlist
105,Get cold temperature forecast for Nevada
106,Find They Came from Somewhere Else saga
107,Check freezing conditions on 4/20/2038 in American Beach NC
108,Check storm conditions at current location
109,Play a ballad from 1997
110,Play a record from 2015
111,Open Youtube and play Connie Francis Sings Spanish And Latin American Favorites
112,Add artist hex hector to old school death metal playlist
113,"Plan pub visit with angelita, susan reed and ashlee watson"
114,Show creative song UFO Senshi Dai Apolon
115,Rate this textbook zero stars
116,Play music from Indie Electronics list
117,Get forecast for Lesotho this Fall
118,Book a fried fish restaurant for one at 20 hours from now
119,Play tunes from the thirties
120,Find painting called The Wipers Times
121,Book restaurant for ten near downtown at 20:38
122,Rate The Snows of Kilimanjaro 3 stars
123,Add artist to This Is Philip Glass playlist
124,Rate Reminiscences of the Anti-Japanese Guerillas chronicle zero out of 6
125,Get current weather in South Carolina
126,Rate The Paper Men 0 out of 6
127,Play Everybody Wins trailer
128,Show picture of The Ancient Art of War
129,Get weather forecast for Elmer City
130,Find films playing at closest movie house
131,Add Liza Oumarova album to Steampunk playlist
132,Book cafeteria for six serving bagels
133,Get movie schedule
134,Go to television show Nothing Without You
135,Watch Abbott and Costello Meet Captain Kidd at nearest cinema
136,Book table for ten for breakfast in Minnesota
137,Find movies showing at Showcase Cinemas
138,Play twenties tunes
139,Rate current essay five out of six
140,Book table for six at Top of the Mark
141,Get freezing status in Tira
142,Play melody by Adassa from the twenties
143,Find Via Dolorosa: Songs of Redemption saga
144,Read novel Love Is in Control
145,Hear Rock Bottom by Playa Fly on Slacker
146,Show photograph Johnny Cash: The Complete Columbia Album Collection
147,Book table for April 22 at creole pub
148,Book gastropub in Rose Creek for elevenses
149,Find Stained Glass Windows
150,Get weather forecast for Louisiana state
151,Find The Gill Deacon Show
