doc_idx,rewrite
0,World Economic Forum
1,Technology and software investment
2,Marriage and immigration regulations
3,Sports injuries in rugby
4,Court system reforms
5,Public health and smoking ban
6,Human rights and war on terror
7,Consumer behavior in mobile technology
8,Women's rights in Pakistan
9,Sports officiating in rugby
10,Sports match rescheduling
11,Theater and musical performances
12,International aid for Rwandan women
13,Sports transfers and signings
14,Obituary of a former prime minister
15,Tennis coaching and athlete support
16,Economic recovery in Argentina
17,Automotive industry profitability
18,Athletics and doping allegations
19,Entertainment industry and file sharing
20,Media accountability and public funding
21,Alcohol consumption and public health
22,Stock market and corporate takeovers
23,Political communication and EU
24,Video game console development
25,Corporate governance and regulatory changes
26,Film awards and actor recognition
27,Shareholder lawsuit in telecommunications
28,US manufacturing and industrial production
29,Cannabis drug approval in Canada
30,Lawsuit against companies in oil industry
31,Tennis tournament participation announcement
32,Athlete retirement from competitive sports
33,Criticism of British sprinters' ambition
34,Political trust and integrity in elections
35,Bribery case involving US company in Benin
36,Television show import rankings
37,Rugby captaincy speculation
38,Local government funding and tax policy
39,Labour party unity and leadership issues
40,EU legislation on software patents
41,Online voting for blog awards
42,Music band recognition in Scotland
43,Film adaptation of a blog
44,International aid and poverty issues
45,Corporate leadership changes in telecommunications
46,Mobile gaming industry developments
47,Japan's industrial output and economic recovery
48,Unemployment rates in Germany
49,UK retail sales performance during holidays
50,Market performance and stock reactions
51,Tennis injury and tournament withdrawal
52,Oil price fluctuations and market recovery
53,Concerns over scientific research and education policy
54,Advancements in search engine technology
55,Legal implications of file-sharing networks
56,Athletics suspension due to training absence
57,Criminal prosecution of internet spam distributors
58,Trade agreement between Egypt and Israel
59,Expansion of Apple's iPod product line
60,Corporate payout to former executive
61,Doping charges against Greek athletes
62,UK economic forecasts and budget report
63,Trends in illegal TV show downloads
64,Athletics competition results and titles
65,Murder trial evidence against actor
66,UK tsunami aid predictions
67,US retail sales performance during holidays
68,Olympic bid ambassador activities
69,Investigation into escaped prisoner incident
70,Bangkok film festival continuation post-tsunami
71,Football management succession in Scotland
72,Future of television viewing technology
73,Government plans for terrorism control measures
74,Doping allegations and potential medal stripping
75,Football transfer news
76,US economic consumer confidence
77,Global health and Aids funding
78,Political earnings and interests
79,Political candidacy and elections
80,Corporate acquisitions and profits
81,Music industry studio closure
82,Football Champions League match preview
83,Banking and historical slavery links
84,Technology and wireless data networks
85,Consumer preferences in portable media
86,Cybersecurity and spyware investigation
87,Corporate takeover bids and valuations
88,Television standards and criticism
89,International legal disputes and lawsuits
90,Remittances and economic impact
91,Celebrity charity events and fundraising
92,Airline financial warnings
93,Banking investigations and market manipulation
94,Music awards and industry recognition
95,Gambling regulations and social responsibility
96,Sports results and match reports
97,Football player transfer discussions
98,Human rights and legal rulings
99,Music performances at award shows
100,Athletics doping hearing
101,Telecommunications scams prevention
102,Human rights and terrorism
103,Football match preview
104,Literary talent competition
105,Rugby achievements
106,Obituary of music director
107,Political controversy resolution
