doc_idx,rewrite
0,Determination.
3,Confusion.
10,Curiosity.
5,Frustration.
2,Admiration.
13,Cynicism
12,Affection.
9,Determination.
6,Approval
8,Hopeful
1,Regret
4,Affection.
11,Shocked.
7,Admiration
15,Amusement
14,Admiration
21,Disdain
17,Regret
19,Embarrassment.
20,Frustration.
23,Excitement
16,Distrust.
22,Longing.
24,Amusement
26,Appreciation
30,Determination
25,Frustration.
27,Dislike
29,Shock.
34,Excitement
32,Optimism
33,Hypocrisy.
31,Defensiveness
36,Appreciation.
37,Frustration.
28,Indignation
18,Excitement
38,Confusion
35,Love.
39,Skepticism.
41,Disgust
44,Frustration
43,Anger
40,Mockery
42,Indifference.
50,Appreciation.
53,Frustration.
45,Frustration.
49,Inspiration
46,Admiration
52,Cynicism
48,Disappointment.
57,Indifference
56,Regret.
55,Surprise.
54,Gratitude
59,Amusement
60,Excitement
58,Frustration
62,Confusion
63,Hopeful
64,Admiration
47,Inferiority.
65,Amusement
51,Excitement
61,Resentment
68,Curiosity.
67,Confidence.
70,Disappointment.
66,Disgust.
73,Sympathy
77,Surprise.
74,Gratitude
76,Suspicion.
69,Confusion
75,Gratitude
72,Relief
82,Protectiveness
80,Frustration.
71,Amusement.
81,Frustration.
78,Preference.
84,Lust.
83,Apology
79,Disgust
85,Curiosity
86,Amusement
90,Confusion
88,Indifference.
91,Confusion
93,Reluctance.
96,Frustration
95,Seeking comfort
87,Preference for left or center alignment over right justified.
89,Concern.
100,Shock.
94,Love
101,Excitement
92,Gratitude
97,Happiness
99,Admiration
98,Sarcasm.
102,Sadness
103,Confusion
104,Sadness
106,Sadness.
110,Anticipation.
108,Curiosity.
109,Surprise.
105,Excitement
107,Approval
112,Skepticism.
117,Curious
113,Appreciation
114,Excitement
118,Confusion
119,Emotional distress.
120,Disappointment
116,Frustration.
115,Amusement
126,Frustration
111,Frustration.
125,Indifference.
127,Anger
130,Contempt
132,Disapproval.
128,Nostalgia
122,Confusion
129,Vengeful
121,Attraction.
135,Frustration.
123,Joyful
133,Indecisive.
134,Amusement
131,Annoyance
136,Frustration
137,Agreement
138,Amusement
139,Suggestive.
141,Impressed
143,Surprise
142,Disbelief.
140,Confusion
150,Disgust
146,Overconfidence.
124,Confusion
149,Disdain
152,Dismissive attitude.
145,Disbelief
144,Appreciation.
147,Disgust
155,Disapproval
156,Amusement
151,Encouragement
157,Anger.
158,Gratitude
154,Approval
160,Indifference
163,Curiosity
159,Sadness
148,Encouragement
166,Shock.
168,Disdain.
161,Frustration.
153,Excitement
164,Disapproval
169,Encouragement.
165,Neutral
167,Frustration.
171,Encouragement
162,Sympathy
170,Amusement
174,Curiosity.
172,Surprise
173,Uncertainty
177,Frustration.
178,Disgust
175,Excitement
183,Apology.
179,Confidence
176,Anger
184,Surprise.
181,Appreciation.
182,Frustration
185,Discomfort.
187,Amusement
180,Admiration
188,Amusement.
191,Curiosity.
190,Frustration
194,Comradery.
196,Indifference
189,Excitement
200,Excitement
198,Disappointment.
201,Frustration.
186,Resignation.
206,Disdain.
205,Inferiority
197,Encouragement
193,Accusation of racism.
203,Anxiety.
195,Excitement
192,Indifference
202,Resentment
209,Indifference
204,Excitement
207,Amazement
199,Frustration.
210,Mockery
211,Confusion.
208,Doubtful
214,Skepticism
215,Acceptance.
218,Excitement
221,Amusement
213,Confusion.
219,Surprise.
216,Shock.
217,Excitement
220,Envy.
225,Confidence
222,Excitement
223,Nostalgia
227,Surprise.
224,Fear
212,Optimism
226,Anger
228,Disappointment
233,Excitement
235,Doubtful.
237,Disgust
231,Fear
229,Resignation
236,Disgust
232,Distrust
230,Concern.
234,Appreciation
238,Gratitude
241,Preference for Safeway meats over Great Canadian Superstore.
240,Relief.
239,Disapproval.
244,Confidence
248,Empathy.
242,Anxious
245,Disgust.
250,Defensiveness.
251,Frustration
243,Disgust.
247,Pride
246,Discomfort.
253,Uncertainty
252,Skepticism.
249,Sarcasm
254,Excitement
258,Hopeful
262,Blame
260,Curiosity.
263,Appreciation
255,Empathy
259,Curiosity
257,Frustration.
267,Indignation
