doc_idx,rewrite
5,Calendar management
11,Home automation
13,Email management
8,Email management
9,Time conversion and world clock.
1,Task Management
10,Entertainment recommendations
12,Weather forecast inquiry
3,Audio Control
6,Task management
7,Music streaming and recommendations.
4,Music playback
0,Home appliance control
14,Weather forecast inquiry
16,Calendar management
18,Weather advice
17,Social media management.
24,Voice Control
2,Automotive maintenance reminder
20,Personal reminders and social connections.
22,Calendar management
26,Finance and Investment
25,Calendar management
21,Local event discovery
29,Email management
28,Home automation
35,Weather inquiry
32,Email management
31,Time conversion assistance
30,News updates and alerts.
37,Calendar management
33,Time and Date Information
36,Scheduling and calendar management
34,Music and Entertainment
38,Charity and Volunteering
40,Calendar management
39,Cooking guidance
43,Calendar and date inquiries
41,Device Management
45,Weather inquiry
42,Task Management
44,Music assistance domain.
47,Music identification
46,Entertainment and Media
49,Calendar management
48,Music playback assistance
52,Shopping and Discounts
23,Pet care and animal sounds.
50,Task Management
51,Food delivery assistance
53,Scheduling and reminders.
55,Entertainment and Humor
56,Task Management
57,Home automation
58,News and Information Retrieval
59,Calendar and scheduling assistance.
62,Calendar management
61,Calendar and scheduling.
65,Home automation
60,Transportation assistance.
54,Technology and Gadgets
63,Music and Audio Streaming
64,Local event search
66,Music playback request.
67,Alarm and Reminder Management
68,Information search
69,Calendar management
70,Music playback request
72,Weather inquiry
27,Social Media Management
71,Email management
19,Date and time information
15,Social interaction and companionship.
79,Audio Control
77,Device control
76,Entertainment and Media
78,Local news and updates
74,Calendar inquiry
75,Entertainment and Media
80,Communication and Messaging
73,Smart home control
84,Communication and Messaging
86,Politics and Governance
83,Smart home control
85,Weather information request
82,Home automation and appliance control
87,Music playback
90,Gaming assistance
91,Contact management
81,Web browsing assistance
88,Communication
92,Email management
89,Communication
96,Music identification
97,Health and wellness
93,Scheduling and reminders.
99,Media and Entertainment
94,Task management and reminders
95,Radio tuning
103,Communication
100,Time inquiry
105,Checking the current date.
101,Weather inquiry
104,News and information retrieval
106,Home automation and entertainment control.
98,Finance and Investment
102,Contact Information Inquiry
107,Local event information
109,Entertainment and Media
108,Music management
111,Task management
114,Music recommendations
113,Celebrity news and updates.
115,Smart home control
121,Home automation
112,Email management
110,Weather forecast inquiry
117,Calendar management
118,Calendar management
116,Time inquiry
119,Navigation assistance
125,Home automation
120,News and information retrieval.
126,Scheduling and Calendar Management
123,Task management and reminders
122,Music streaming assistance
128,Weather information request.
124,Alarm management
127,Music and Entertainment
129,Music Information Retrieval
130,Finance and Investment Information
132,Task Management
134,Music preferences management
133,Home automation lighting control
131,Alarm management
136,Task management
135,Task Management
138,Weather inquiry
137,Scheduling and Calendar Management
139,Object description assistance
141,Home automation
140,Device control
143,Communication
142,Music recommendations
144,Community service and volunteering.
146,Task Management
148,Device control
147,Entertainment
145,News and Information
149,Calendar management
150,Shopping and errands
152,Personal organization and planning
153,Home automation and control
151,Contact Management
154,Music identification
155,Alarm management
157,General Knowledge Inquiry
156,Gaming and Entertainment
159,Self-improvement and personal reflection.
161,Time and Date Information
165,Calendar management
158,Calendar management
162,Device control
163,Weather and time observation.
160,Home automation control
166,Music streaming
164,Information retrieval and computation.
167,Task management
168,Music control
169,News and Information
171,Music and entertainment control
170,Public transportation information
174,Calendar management and scheduling.
172,Calendar management
173,Travel booking assistance
175,Music streaming and playback
178,Device control
177,Recreation and Leisure
179,Home automation and appliance control
176,Music playback
182,Email communication assistance
183,Cooking guidance
181,Gaming and Entertainment
180,Alarm management
186,Math calculations
184,Educational assistance
189,Music management
185,Home automation
188,Personal reminders and scheduling
192,Communication management
191,Time management and scheduling
187,Task Management and Reminders
193,Finance and investment information.
190,Shopping and retail assistance
195,News and Information
197,Web Search
196,Calendar management
194,Technology updates
199,Communication
201,Local event discovery
200,Meal preparation status inquiry
198,Email management
202,Music organization
205,Task management.
203,News and Information Access
204,Knowledge and information retrieval.
208,Time management and scheduling
206,Transportation assistance
212,Personal Preferences
211,Entertainment and Media
210,Task Management
209,Fashion advice
215,Navigation assistance
207,Local events and activities information.
214,Weather inquiry
217,Email management
216,Email management
213,Cooking assistance.
218,News and information retrieval
219,Package delivery tracking
222,Calendar management
220,Media and Entertainment
223,Alarm management
226,Alarm setting
221,Task Management
224,Alarm setting assistance
227,News and Media Updates
229,Calendar inquiry
233,Email management
232,Email management
230,Scheduling and reminders
231,News and Information
225,Product information retrieval.
228,Personal Well-being and Emotional Support
235,Social media sharing
234,Weather and Climate Information
238,Email management
237,Travel and transportation assistance.
236,Shopping and To-Do Lists
242,Social networking notifications
245,Contact Information Inquiry
244,Home automation
241,Gaming and Entertainment
243,Smart home control
239,Weather advice.
246,Music and Entertainment
240,Customer service interaction.
247,Cooking guidance.
249,Device Management
248,Sports schedule inquiry
250,Audio Control
251,Social Media Interaction
252,Shopping assistance
254,Contact management
256,Task management
255,Travel and Transportation
253,Task Management
258,Time and Date Inquiry
257,Home automation
263,Cooking assistance
265,Communication preferences
264,Calendar management
260,Home automation control
261,Cooking guidance.
262,Smart Home Control
267,Home decor and design advice
270,Scheduling and calendar management.
268,Information Request
266,Music management
271,Shopping list management
269,Calendar management
272,Entertainment planning
259,Social Media Monitoring
274,Home automation
275,News and information updates.
273,Social Interaction
276,Music streaming and playback
278,Local event information
277,Social media interaction.
280,Calendar management
279,Device control
282,Shopping and Retail
281,Cooking assistance
285,Home appliance setup assistance
284,Social interaction and communication.
286,Public transportation schedule inquiry.
287,Entertainment and Media
288,Social media management
289,Home cleaning assistance
283,General Knowledge Inquiry
292,Food and Beverage Preferences
290,Contact Management
291,Information request about a person.
293,Social media management
295,Scheduling and Calendar Management
296,Pet observation
294,Food delivery assistance
298,Casual conversation.
302,Weather information
297,Celebrity information inquiry
300,Task management.
299,Transportation assistance
303,Smart home control
304,Cooking assistance
301,Smart home control
308,Communication
305,Music streaming request
307,Email management
306,Home automation
312,News and Information
314,Email communication assistance
309,Task management
310,Mathematics assistance
315,Smart home control
313,Weather forecast inquiry
316,Weather forecast inquiry
319,Email management
318,Dictionary and Language Assistance
