doc_idx,rewrite
6,Display the list contents.
7,User wants rap music recommendations.
1,Set a reminder to pick up Mark at the airport at 6 p.m.
11,Turn off the smart socket.
8,Compose a reply to an email.
0,Make a cup of coffee.
2,Set a reminder for an oil change.
12,Check the weather forecast for next Tuesday.
3,Set volume to thirty-five percent.
4,Play a song from my playlist.
9,Convert Stockholm sunrise time to Okinawa time.
10,Find a movie nominated for an Oscar.
13,Check for new emails.
5,Schedule a meeting with accounting on Friday at 2:30 PM.
14,Check the chance of precipitation today.
17,Open Facebook.
24,Silence until instructed.
21,Find nearby musical events.
19,Get today's date.
15,User wants to express affection.
18,Request weather information for tonight.
20,Remind me to contact old friends.
16,Delete an event from the calendar.
25,Cancel doctor appointment on Saturday.
23,Ask about the sound a dog makes.
27,Tweet about iPhone malfunctioning.
26,Get current Apple stock price.
22,Get the date for next Tuesday.
28,Turn off the bathroom light.
29,Find out who mailed me yesterday.
30,Notify me of new flood news.
31,Convert Berlin time to local time.
37,Schedule an event in my calendar with others.
38,User wants to share a positive experience.
35,Get today's weather forecast.
32,Check for new emails in the last ten minutes.
41,Delete or clear stored data.
36,Schedule a meeting with Brian at the office on Tuesday at 3 PM.
34,"Play the playlist ""party songs""."
33,Get the current time in London.
39,Get instructions on how to make pizza.
40,Check schedule for July 4th.
44,Play music.
42,Set a repeating reminder for this event.
45,Get the weather forecast for this week.
43,Find the day of the week for a specific date.
48,Play classical music.
47,Identify and name the song.
51,Order food for the user.
49,Delete an event from the calendar.
52,Calculate ten percent discount on forty dollars.
50,Set a reminder to call mom in half an hour.
46,Play something.
53,Set a reminder for my next meeting with my boss.
55,Tell me a funny joke.
54,User wants information about new gadgets.
56,Set a recurring reminder to call mom.
57,Adjust lighting to be brighter.
58,Get CNN headlines.
59,Get the day of the week for Halloween.
64,Find nearby marathons.
63,Play nonstop radio music.
65,Turn off the lights.
61,Get information about December fourth.
60,Book a cab to the office.
62,Schedule or modify a calendar event.
66,"Play the song ""Major Tom"" by David Bowie."
67,Set an alarm for a reminder.
70,Play Madonna's song.
71,Compose a new email to coworker.
68,"Get population of Miami, Florida."
69,Schedule a conversation with Greg about the weekend trip.
72,Check tomorrow's temperature.
76,Play a sports podcast.
73,Dim the lights to seven.
75,Play next episode of podcast.
74,Find the day of the week for August 15th.
79,Adjust the volume.
80,Send birthday email to Naty.
77,Adjust brightness to a higher level.
78,Get information on the New York bridge proposal.
81,Open the Washington Post website.
83,Start the juice.
82,Make a cup of coffee.
84,Send an email to Naty from my contacts.
85,Get weather forecast for this week.
87,Play jazz music.
86,Get information about elections.
88,Stop the assistant from speaking.
89,Send email to a new contact.
90,Launch or display a list of games.
91,Add email address to contact.
92,Check the latest emails.
95,Tune to radio station 897 FM.
93,Set a reminder for a meeting with Tom next Friday.
94,Set a reminder for next week's manager meeting.
98,Check Megatel stock performance last week.
100,Get the current time.
101,Get the weather forecast for Pittsburgh.
97,User wants to know about consequences.
96,Get the title of the song.
102,Find Emilia's work phone number.
104,Find news from an unfamiliar source.
99,Play radio songs from FM 93.5.
103,Send an email to mom.
107,Find dog show events in my hometown.
105,Get today's date.
108,Create a new music playlist.
