doc_idx,rewrite
10,Animal trivia
13,Banking and finance support
5,Asking about the assistant's age
8,Setting up a vacation request
4,changing voice settings
0,Travel Safety Advice
9,Vehicle maintenance history
2,Travel Information Inquiry
1,Ride Booking
7,Checking credit card application status
6,Checking traffic conditions
11,Car bill payment inquiry
3,Calendar management
12,Personal assistant relationship inquiry
15,Online Shopping
16,Banking and finance
17,Game playing
14,Personal Finance Management
18,Airline baggage policy inquiry
28,Restaurant Reservation Management
25,Credit Card Information
27,Local knowledge and recommendations
30,Philosophical discussion about the meaning of life
21,Voice control
20,Travel Safety Advice
24,Sharing financial information
29,Identifying currently playing music
26,Gratitude for assistance
32,Managing a to-do list
22,Event management advice
23,finding reviews of food products
31,Banking and Finance
33,Map navigation
36,Booking flights
38,Setting reminders
41,Music information retrieval
39,Calendar Management
40,Setting an alarm
42,Checking day off request status
43,Setting a travel notice for a bank.
35,Calendar Management
34,Philosophical inquiry about the meaning of life
37,Gratitude and Politeness
46,Personal information inquiry
48,Creative Writing
49,Currency Conversion
47,Retirement account management
50,Retrieving stored information
51,Managing personal information
52,Vehicle Maintenance
53,Banking and Finance
56,Setting a timer
45,finding restaurant information
44,Calendar management
57,getting traffic and directions
55,Banking and Finance
54,Tax document assistance
19,Travel health requirements
64,Restaurant Reservation
67,Music Playback Control
70,Travel Safety
60,Currency Conversion
61,Finding bank routing number location
59,Adding song to music playlist
68,Messaging and Communication
69,Booking a flight
62,Vehicle Maintenance Advice
63,Shopping and Ordering
65,Setting an alarm
66,Timezone information
58,Cooking and baking substitution advice
71,Setting up direct deposit
73,Vehicle Maintenance
72,Fictional identity and personal background
76,finding bank routing number
75,Setting reminders
83,Booking accommodations
77,Finding credit card recommendations
81,Adjusting assistant voice speed
80,Booking a car
79,Getting the current date
74,Entertainment and Humor
88,checking bill details
84,Finding the date of the next holiday.
87,Managing reminders
85,Banking travel notification
78,Setting the assistant's name
82,Identifying currently playing music
86,Reminders and scheduling
90,Text Editing
91,identifying fraudulent financial transactions
98,Determining assistant identity
96,Navigation Directions
103,Vehicle Maintenance
100,Cooking and recipes
97,Vehicle Maintenance
93,Media Control
104,Checking utility bills
101,Locating vehicle features
92,Personal Finance Management
102,Banking and Finance
89,checking employee time off balance
95,Setting an alarm
99,Getting current map location
117,Travel and transportation
