doc_idx,rewrite
3,Show mutual friends with mini
10,Find an easy fish taco recipe
5,User wants to express preference for shopping
7,Check the weather this morning
13,Tell Marta I'm going to the nurse's meeting at 8.
1,Fast forward to the chorus.
12,Set a reminder for next Tuesday at 10 AM.
8,Show the latest news in Washington.
2,Send Anthony Ford a video message.
4,Message Ashlee asking the basketball game start time.
0,Ask Crystal to go to Hawaii from the 18th to 23rd.
9,Check conditions in Guam
11,List new events in Michigan this year
6,Disregard alerts about the Debate club meeting on Wednesday.
15,Send a Messenger message
16,Play 1980s top hits
21,Show friends on the screen
22,Set an alarm for midnight
18,Show past events
19,Find the number of calories in burgers.
17,Play the top 10 songs on Google Play.
20,Identify who works for Sonic
27,Play the album Keeps Gettin' Better on iheartradio
26,Tell when the second event starts
23,Delete today's reminders.
14,Read details about Jeff Lord's firing.
24,Check if anyone is online
28,Check rain percentage for Wednesday night.
25,Confirm if Jaymes worked at Mack.
32,Set a reminder for the week of August 27th
33,Remind me of my flight time.
34,"Get the temperature in Ankara, Turkey."
35,Create a new sound list
30,Check if friends went to Technical School.
31,Explain how to make chocolate ganache.
41,Set alarm for 6am
36,Show extended forecast for this area
37,Search for recent news about the White House
29,Play The Studio Albums 1990-2011 by Aerosmith
40,Show reminders about Betty Ann's accident.
39,Find a peanut butter dessert recipe.
42,Remind me to pay bills on Friday by 2.
38,Show friends who live in Mexico.
53,Answer whether Janice works in Pembroke Pines.
48,Play dancing music
52,Play Journey's last album.
46,call my mom
47,Call my dad
43,List people who graduated from Lehman.
45,Check the temperature in Detroit
44,Check when the timer ends
50,Check for Facebook text messages
51,Set cooking temperature for chicken
54,Count calories in each portion
49,Check when Election Day is
56,Update reminder time for picking up mom
55,Find the water to flour ratio
62,Change work alarm to 7am
58,Find live sports events in DC next week.
59,Explain how to make potato chips in an air fryer.
61,Play soft jazz
67,Set alarm immediately
69,Find the best scrambled eggs recipe.
65,Check if Funko group sent anything
57,Set alarm for 12pm
60,Play music by Jay Park
68,Find contacts who live in San Diego.
73,Get current temperature in San Diego
70,Mark me as interested for Katja Petrowskaja.
66,Check if any friends work at Google
71,Show all reminders due today
64,Play music from the 60s.
72,Find who works in Jakarta.
63,Call the second item
75,Send a message to Joe
74,Show this week's reminders for dates with Zach.
80,Get yesterday's low temperature.
76,Check snow forecast for New York in October
81,Summarize yesterday's news.
82,Find contacts who went to SCSU.
78,Check if Andrew is still working part time.
79,Set two Tuesday alarms for 5am and 3pm
85,Get the forecast for 7am Christmas morning
83,Show Ricardo's brother
