doc_idx,rewrite
13,Theoretical physics
2,Mathematics
12,Topological superconductivity
3,Reinforcement learning
9,Astrophysics
1,Unmanned aerial vehicle base station deployment.
10,Quantum physics
11,Statistical signal processing
7,Astrophysics
5,Digital signal processing
6,Photochromic nanomaterials for 3D printing
0,Scholarly infrastructures for research software.
18,Quantum magnetism
21,Computer vision
25,Astronomy
16,Graph theory
14,Algebraic combinatorics
19,Differential geometry and index theory
20,High-energy nuclear physics
22,Linear operators and semialgebraic global diffeomorphisms.
23,Materials science
15,Computational social science
24,Physics
26,Supersymmetry and equivariant cohomology
30,Quantum physics
31,Active matter physics
28,Mathematics
33,Theoretical physics
27,Wireless communications
32,Condensed matter physics
35,Computer science
40,Spintronics
34,Combinatorics
38,Applied optics
43,Wireless communications
42,Neural Network Security
41,Infrared astronomy
39,Mathematical analysis
36,Theoretical physics
37,Deep learning
44,Nuclear physics
46,Theoretical physics
48,Calculus
49,Materials science
47,Statistical physics of driven diffusive systems
45,Queueing theory in wireless networks
52,Theoretical physics of Bose systems
50,Extragalactic astronomy and planetary nebulae chemical abundances.
51,Mathematical analysis of real functions
53,Condensed matter physics
17,Astrophysics
8,Random matrix theory
4,Atomic physics
54,Mathematical physics
29,Quantum thermodynamics
57,Machine learning
60,Algebraic biology
55,Cosmology
56,Mathematical finance
58,Genomics
59,Public health and blockchain technology
63,Particle physics
72,Natural Language Processing
71,Quantitative magnetic resonance imaging
68,Computer vision semantic segmentation
62,Fluid dynamics
69,Celestial mechanics
67,Operator theory
64,Astrophysics
61,Theoretical physics
73,Theoretical particle physics
74,Natural Language Processing
70,One-dimensional statistical mechanics
66,Condensed matter physics
65,Epigenetics of SARS-CoV-2 infection
76,Archaeological statistics
83,3D LiDAR Semantic Segmentation
82,Astrophysics
77,Scientometrics
79,Optical polarimetry
75,Extragalactic radio astronomy
84,Decentralized networked control systems
88,Theoretical condensed matter physics
81,Dark matter detection
86,Nuclear physics
87,Condensed matter physics
85,Cosmology
78,Relativistic fluid dynamics
89,Operator algebra
95,Theoretical physics
97,Nuclear physics
90,Computational neuroscience
94,Rheology and fluid mechanics
93,Condensed matter physics
98,Astronomy and planetary science
99,Condensed matter physics
91,Einsteinian gravity and Riemann tensor covariant derivatives.
