doc_idx,rewrite
4,Request tracking number for new card.
5,Report unreceived card
2,Check card arrival status
7,Report delayed new card delivery
13,Check card delivery status
0,Report unreceived new card
6,Customer wants to know card delivery status.
8,Track card delivery status
1,Report missing card delivery
9,Report missing card delivery
11,Check card delivery status
12,Check bank card arrival status
3,Report card not arrived.
10,Customer wants to check new card status.
15,Check card delivery status
22,Track sent card status
25,Report lost card
19,Check card delivery status
14,Check card delivery status
23,Check card arrival status
21,Report missing card delivery
16,Check card order status
20,Request card tracking number
26,Provide the card tracking number.
24,Report unreceived card.
17,Check new card arrival time.
27,Provide the card tracking number.
18,Report missing debit card delivery
30,Link new card
29,Reactivate card
32,Re-add card to the app
33,Add card to account
34,Reactivate old card
37,Add a card to the app.
28,Troubleshoot missing card on app
38,Link new card
39,Reactivate misplaced card
36,Link an existing card.
41,Find where to link card on website
40,Link an existing card
31,Activate new card in app
35,Link a new card.
42,Add found card to app
44,Reactivate lost card.
47,Link new card
48,Activate old card for app use
49,Reactivate a lost card
51,Find where to enter card info in the app.
43,Reactivate found card.
45,Link an existing card.
54,Link existing card to account
56,Request current exchange rates
53,Reactivate my card.
55,Link replacement card
46,Report card not showing in app
57,Requesting current exchange rates
52,Reactivate found card through app
50,Link card to account
59,Report exchange rate source
61,Customer wants to know the exchange rate.
68,Request list of exchange rates
64,Check exchange rates
62,Explain how exchange rates are calculated.
60,Check exchange rate update frequency
63,Explain the basis of exchange rates
66,Check if it is a good time to exchange currency.
71,Inquire about exchange rate source
58,Explain exchange rate calculation
65,Requesting current exchange rates
72,Explain the basis of exchange rates.
69,Get current foreign exchange rate.
74,Calculate exchange rate amount
67,Check exchange rate
73,Requesting current exchange rates
76,Check exchange rate
75,Inquire about exchange rate
70,Check available currencies for exchange rate calculation
77,Explain how exchange rates work
79,Inquire about exchange rate source
78,Get the exchange rate.
81,Request foreign exchange rate
82,Inquire about foreign exchange rates
80,Explain how exchange rates are determined
85,Dispute currency exchange charge
88,Verify the exchange rate used.
91,Correct incorrect exchange rate for card payment.
93,Report incorrect exchange rate on purchase.
95,Explain the reason for the increased charge.
83,Get current exchange rate.
84,Report incorrect foreign currency exchange rate
89,Dispute incorrect exchange rate.
90,Dispute incorrect foreign exchange rate applied
92,Explain incorrect exchange rate on foreign purchase
86,Report incorrect exchange rate on foreign transaction.
87,Correct the exchange rate on my purchase.
96,Correct the exchange rate for a purchase.
94,Report incorrect exchange rate for card payment.
97,Report incorrect card payment conversion value.
98,Report incorrect exchange rate on foreign purchase.
99,Check transaction exchange rate
103,Dispute a fee on statement
105,Request refund for extra charge
100,Report incorrect exchange rate on card payment
111,Explain extra charge on card.
109,Explain a one dollar charge on statement.
108,Explain extra one pound charge
102,Explain fee for extra weight on statement
104,Explain extra dollar charge on account.
112,Explain the one euro fee.
106,Explain a random $1 charge.
107,Identify an unfamiliar transaction on my statement.
101,Correct wrong exchange rate applied to purchase.
113,Remove extra fee from statement
110,Explain the origin of a fee.
114,Dispute an extra charge
117,Explain an extra fee on statement
115,Explain the extra fee on my statement.
118,Explain a fee on bank statement.
116,Dispute an unexpected extra charge.
122,Explain extra charge on statement
131,Report ATM withdrawal failure
128,Check status of failed ATM withdrawal.
120,Explain unknown one dollar transaction charge
126,Cancel pending ATM transaction.
129,Check cash withdrawal pending time
119,Dispute an extra dollar charge.
121,Investigate a stuck pending charge.
